"","X1","X1_1","street_number","street_name","neighborhood","city","HUNDRED_BLOCK","count","address","postal_code","ID","district","lon","lat"
"10254",10254,9355,"2188","176 Street","Surrey","Greater Vancouver","2200 176TH ST",4,"2200 176TH ST Surrey","V3S 9W4",367,"NA",-122.7348058,49.0420548
"10255",10255,9356,"2250","Christopherson Road","Surrey","Greater Vancouver","2200 CHRISTOPHERSON RD",4,"2200 CHRISTOPHERSON RD Surrey","V4A 3L3",392,"NA",-122.8824325,49.0436719
"10256",10256,9357,"2215","164 Street","Surrey","Greater Vancouver","2200 OAK MEADOWS DR",4,"2200 OAK MEADOWS DR Surrey","V3S 0L8",595,"NA",-122.7687433,49.0421357
"10257",10257,9358,"2206","152 Street","Surrey","Greater Vancouver","22ND AVE / 152ND ST",4,"22ND AVE / 152ND ST Surrey","V4A 4N9",441,"NA",-122.8012201,49.0420138
"10258",10258,9359,"101","2330","190 Street","Campbell Heights","2300 190TH ST",4,"2300 190TH ST Surrey","V3S 3W7",363,"Campbell Heights (NA)",-122.6958186,49.0440394
"10259",10259,9359,"101","2330","190 Street","Campbell Heights","2300 190TH ST",4,"2300 190TH ST Surrey","V3S 3W7",363,"Campbell Heights (NA)",-122.6958186,49.0440394
"10260",10260,9360,"2427","127 Street","Surrey","Greater Vancouver","2400 126A ST",4,"2400 126A ST Surrey","V4A 8H4",397,"NA",-122.8710259,49.0466016
"10261",10261,9361,"2383","153 Street","Surrey","Greater Vancouver","24TH AVE / 153RD ST",4,"24TH AVE / 153RD ST Surrey","V4A 4R3",414,"NA",-122.7984129,49.0455623
"10262",10262,9362,"16051","24 Avenue","Surrey","Greater Vancouver","24TH AVE / 161ST ST",4,"24TH AVE / 161ST ST Surrey","V3S 9H7",594,"NA",-122.7769756,49.0456494
"10263",10263,9363,"6","163 Street","Surrey","Greater Vancouver","24TH AVE / 163RD ST",4,"24TH AVE / 163RD ST Surrey","V3S 8N6",594,"NA",-122.7709513,49.0456226
"10264",10264,9364,"16488","24 Avenue","Surrey","Greater Vancouver","24TH AVE / 165TH ST",4,"24TH AVE / 165TH ST Surrey","V3S 0B8",435,"NA",-122.7656686,49.0456185
"10265",10265,9365,"Scottsdale Exchange @ Bay 6","Newton","Surrey","Greater Vancouver","24TH AVE / MALL ACCESS",4,"24TH AVE / MALL ACCESS Surrey","V3W",207,"Newton (Strawberry Hill)",-122.8877071,49.1374736
"10266",10266,9366,"7259","137 Street","Newton","Surrey","2500 137TH ST",4,"2500 137TH ST Surrey","V3W 1A4",303,"Newton (NA)",-122.842807,49.134903
"10267",10267,9367,"2516","176 Street","Surrey","Greater Vancouver","2500 176TH ST",4,"2500 176TH ST Surrey","V3S 9W5",439,"NA",-122.7348342,49.0474962
"10268",10268,9367,"2516","176 Street","Surrey","Greater Vancouver","2500 176TH ST",4,"2500 176TH ST Surrey","V3S 9W5",439,"NA",-122.7348342,49.0474962
"10269",10269,9368,"101","25 Avenue","Campbell Heights","Surrey","2500 190TH ST",4,"2500 190TH ST Surrey","V3S 3W6",363,"Campbell Heights (NA)",-122.6966132,49.047974
"10270",10270,9368,"101","25 Avenue","Campbell Heights","Surrey","2500 190TH ST",4,"2500 190TH ST Surrey","V3S 3W6",363,"Campbell Heights (NA)",-122.6966132,49.047974
"10271",10271,9369,"2534","Cedar Drive","Surrey","Greater Vancouver","2500 CEDAR DR",4,"2500 CEDAR DR Surrey","V4A 3K6",398,"NA",-122.8777753,49.0487126
"10272",10272,9370,"2580","136 Street","Surrey","Greater Vancouver","2600 136TH ST",4,"2600 136TH ST Surrey","V4P 1S4",402,"NA",-122.8454965,49.0493457
"10273",10273,9371,"2626","156 Street","Surrey","Greater Vancouver","2600 156TH ST",4,"2600 156TH ST Surrey","V4P 1C8",412,"NA",-122.789909,49.04861
"10274",10274,9372,"262","166A Street","Surrey","Greater Vancouver","2600 166A ST",4,"2600 166A ST Surrey","V3S 9X1",435,"NA",-122.7605213,49.0494731
"10275",10275,9373,"16780","26 Avenue","Surrey","Greater Vancouver","2600 168TH ST",4,"2600 168TH ST Surrey","V3S 0A7",435,"NA",-122.7569907,49.0493374
"10276",10276,9374,"2596","176 Street","Surrey","Greater Vancouver","2600 176TH ST",4,"2600 176TH ST Surrey","V3S 9W5",439,"NA",-122.734842,49.0490443
"10277",10277,9374,"2596","176 Street","Surrey","Greater Vancouver","2600 176TH ST",4,"2600 176TH ST Surrey","V3S 9W5",439,"NA",-122.734842,49.0490443
"10278",10278,9375,"2596","O'Hara Lane","Crescent Beach","Surrey","2600 OHARA LANE",4,"2600 OHARA LANE Surrey","V4A 3E3",476,"Crescent Beach (Crescent Beach)",-122.8839264,49.0501317
"10279",10279,9376,"16780","26 Avenue","Surrey","Greater Vancouver","26TH AVE / 168TH ST",4,"26TH AVE / 168TH ST Surrey","V3S 0A7",435,"NA",-122.7569907,49.0493374
"10280",10280,9377,"17583","26 Avenue","Surrey","Greater Vancouver","26TH AVE / 176TH ST",4,"26TH AVE / 176TH ST Surrey","V3S 0A4",438,"NA",-122.7353956,49.0492712
"10281",10281,9377,"17583","26 Avenue","Surrey","Greater Vancouver","26TH AVE / 176TH ST",4,"26TH AVE / 176TH ST Surrey","V3S 0A4",438,"NA",-122.7353956,49.0492712
"10282",10282,9378,"2702","132 Street","Surrey","Greater Vancouver","2700 132ND ST",4,"2700 132ND ST Surrey","V4P 1X6",400,"NA",-122.8564241,49.0511232
"10283",10283,9379,"2690","136 Street","Surrey","Greater Vancouver","2700 136TH ST",4,"2700 136TH ST Surrey","V4P 1S3",402,"NA",-122.8451754,49.051085
"10284",10284,9380,"2671","141 Street","Surrey","Greater Vancouver","2700 141ST ST",4,"2700 141ST ST Surrey","V4P 2E2",407,"NA",-122.8309084,49.0502565
"10285",10285,9381,"2712","176 Street","Surrey","Greater Vancouver","2700 176TH ST",4,"2700 176TH ST Surrey","V3S 9W5",439,"NA",-122.7347602,49.051056
"10286",10286,9381,"2712","176 Street","Surrey","Greater Vancouver","2700 176TH ST",4,"2700 176TH ST Surrey","V3S 9W5",439,"NA",-122.7347602,49.051056
"10287",10287,9382,"2682","Northcrest Drive","Surrey","Greater Vancouver","2700 NORTHCREST DR",4,"2700 NORTHCREST DR Surrey","V4P 2G9",407,"NA",-122.8268316,49.0512846
"10288",10288,9383,"5498","128 Street","Newton","Surrey","2800 128TH ST",4,"2800 128TH ST Surrey","V3X 1T7",317,"Newton (NA)",-122.8672821,49.1025315
"10289",10289,9384,"14011","28 Avenue","Surrey","Greater Vancouver","2800 140TH ST",4,"2800 140TH ST Surrey","V4P 0A3",404,"NA",-122.8341141,49.0531231
"10290",10290,9385,"15898","Mountain View Drive","North Grandview Heights","Surrey","2800 159TH ST",4,"2800 159TH ST Surrey","V3S 0C9",513,"North Grandview Heights (Morgan Heights)",-122.7822744,49.0557666
"10291",10291,9386,"2770","165 Street","Surrey","Greater Vancouver","2800 165TH ST",4,"2800 165TH ST Surrey","V3S 9X2",593,"NA",-122.7642781,49.052178
"10292",10292,9387,"Southbound 152 St @ 28 Ave","Surrey","Greater Vancouver","British Columbia","28TH AVE / 152ND ST",4,"28TH AVE / 152ND ST Surrey","V4P 1A2",409,"NA",-122.8013245,49.0528544
"10293",10293,9388,"15584","28 Avenue","Surrey","Greater Vancouver","28TH AVE / 156TH ST",4,"28TH AVE / 156TH ST Surrey","V3S 0E5",513,"NA",-122.790215,49.0528237
"10294",10294,9389,"2918","138 Street","Surrey","Greater Vancouver","2900 138TH ST",4,"2900 138TH ST Surrey","V4P 1T6",403,"NA",-122.8396394,49.0548316
"10295",10295,9390,"13966","29 Avenue","Surrey","Greater Vancouver","2900 139A ST",4,"2900 139A ST Surrey","V4P 2N1",403,"NA",-122.8356838,49.0549774
"10296",10296,9391,"14411","29 Avenue","Surrey","Greater Vancouver","2900 144TH ST",4,"2900 144TH ST Surrey","V4P 1P5",406,"NA",-122.8229893,49.0544572
"10297",10297,9392,"2910","168 Street","North Grandview Heights","Surrey","2900 168TH ST",4,"2900 168TH ST Surrey","V3S 0A7",437,"North Grandview Heights (NA)",-122.7561956,49.0545446
"10298",10298,9393,"2911","184 Street","Campbell Heights","Surrey","2900 184TH ST",4,"2900 184TH ST Surrey","V3S 9V2",363,"Campbell Heights (NA)",-122.7127675,49.0547503
"10299",10299,9394,"2928","Kidd Road","Crescent Beach","Surrey","2900 KIDD RD",4,"2900 KIDD RD Surrey","V4A 3H7",476,"Crescent Beach (Crescent Beach)",-122.8831631,49.0555458
"10300",10300,9395,"2936","151 Street","Surrey","Greater Vancouver","29A AVE / 152ND ST",4,"29A AVE / 152ND ST Surrey","V4P 1G8",409,"NA",-122.8013103,49.0551821
"10301",10301,9395,"2936","151 Street","Surrey","Greater Vancouver","29A AVE / 152ND ST",4,"29A AVE / 152ND ST Surrey","V4P 1G8",409,"NA",-122.8013103,49.0551821
"10302",10302,9396,"3018","144A Street","Surrey","Greater Vancouver","3000 144A ST",4,"3000 144A ST Surrey","V4P 3R3",406,"NA",-122.8214579,49.0568083
"10303",10303,9397,"3006","160 Street","North Grandview Heights","Surrey","3000 160TH ST",4,"3000 160TH ST Surrey","V3S 0C9",592,"North Grandview Heights (NA)",-122.7790257,49.0565032
"10304",10304,9398,"16117","30 Avenue","North Grandview Heights","Surrey","3000 161ST ST",4,"3000 161ST ST Surrey","V3S 0Z8",592,"North Grandview Heights (NA)",-122.7768785,49.0565468
"10305",10305,9399,"3115","136 Street","Surrey","Greater Vancouver","3100 136TH ST",4,"3100 136TH ST Surrey","V4P 3C8",403,"NA",-122.8438037,49.0584994
"10306",10306,9400,"3172","140 Street","Surrey","Greater Vancouver","3100 140TH ST",4,"3100 140TH ST Surrey","V4P 2J1",404,"NA",-122.8341561,49.0584396
"10307",10307,9401,"3088","144 Street","Surrey","Greater Vancouver","3100 144TH ST",4,"3100 144TH ST Surrey","V4P 1R1",406,"NA",-122.8228312,49.0584211
"10308",10308,9402,"19044","32 Avenue","Campbell Heights","Surrey","3100 190TH ST",4,"3100 190TH ST Surrey","V3Z 1A7",363,"Campbell Heights (NA)",-122.6961024,49.0597809
"10309",10309,9402,"19044","32 Avenue","Campbell Heights","Surrey","3100 190TH ST",4,"3100 190TH ST Surrey","V3Z 1A7",363,"Campbell Heights (NA)",-122.6961024,49.0597809
"10310",10310,9403,"103-3088","Croydon Drive","Rosemary Heights Business Park","Surrey","3100 CROYDON DR",4,"3100 CROYDON DR Surrey","V3S 0C5",513,"NA",-122.799707,49.0578995
"10311",10311,9404,"3240","164 Street","Kensington Prairie","Surrey","3200 164TH ST",4,"3200 164TH ST Surrey","V3S 0G5",440,"Kensington Prairie (NA)",-122.7680399,49.0602693
"10312",10312,9404,"3240","164 Street","Kensington Prairie","Surrey","3200 164TH ST",4,"3200 164TH ST Surrey","V3S 0G5",440,"Kensington Prairie (NA)",-122.7680399,49.0602693
"10313",10313,9405,"3247","British Columbia 99 Alternate","Surrey","Greater Vancouver","32A AVE / KING GEORGE BLVD",4,"32A AVE / KING GEORGE BLVD Surrey","V4P 1B7",408,"NA",-122.8131628,49.0612847
"10314",10314,9406,"14386","32 Avenue","Surrey","Greater Vancouver","32ND AVE / 144TH ST",4,"32ND AVE / 144TH ST Surrey","V4P 2J5",405,"NA",-122.823311,49.060203
"10315",10315,9407,"16466","32 Avenue","North Grandview Heights","Surrey","32ND AVE / 32ND AVE ONRP",4,"32ND AVE / 32ND AVE ONRP Surrey","V3S 9V1",440,"North Grandview Heights (NA)",-122.7665588,49.0602426
"10316",10316,9407,"16466","32 Avenue","North Grandview Heights","Surrey","32ND AVE / 32ND AVE ONRP",4,"32ND AVE / 32ND AVE ONRP Surrey","V3S 9V1",440,"North Grandview Heights (NA)",-122.7665588,49.0602426
"10317",10317,9407,"16466","32 Avenue","North Grandview Heights","Surrey","32ND AVE / 32ND AVE ONRP",4,"32ND AVE / 32ND AVE ONRP Surrey","V3S 9V1",440,"North Grandview Heights (NA)",-122.7665588,49.0602426
"10318",10318,9407,"16466","32 Avenue","North Grandview Heights","Surrey","32ND AVE / 32ND AVE ONRP",4,"32ND AVE / 32ND AVE ONRP Surrey","V3S 9V1",440,"North Grandview Heights (NA)",-122.7665588,49.0602426
"10319",10319,9408,"Scottsdale Exchange @ Bay 6","Newton","Surrey","Greater Vancouver","32ND AVE / MALL ACCESS",4,"32ND AVE / MALL ACCESS Surrey","V3W",207,"Newton (Strawberry Hill)",-122.8877071,49.1374736
"10320",10320,9409,"16466","32 Avenue","North Grandview Heights","Surrey","32ND AVE DVRS / 148TH ST",4,"32ND AVE DVRS / 148TH ST Surrey","V3S 9V1",440,"North Grandview Heights (NA)",-122.7665588,49.0602426
"10321",10321,9409,"16466","32 Avenue","North Grandview Heights","Surrey","32ND AVE DVRS / 148TH ST",4,"32ND AVE DVRS / 148TH ST Surrey","V3S 9V1",440,"North Grandview Heights (NA)",-122.7665588,49.0602426
"10322",10322,9409,"16466","32 Avenue","North Grandview Heights","Surrey","32ND AVE DVRS / 148TH ST",4,"32ND AVE DVRS / 148TH ST Surrey","V3S 9V1",440,"North Grandview Heights (NA)",-122.7665588,49.0602426
"10323",10323,9409,"16466","32 Avenue","North Grandview Heights","Surrey","32ND AVE DVRS / 148TH ST",4,"32ND AVE DVRS / 148TH ST Surrey","V3S 9V1",440,"North Grandview Heights (NA)",-122.7665588,49.0602426
"10324",10324,9410,"3356","146 Street","Surrey","Greater Vancouver","3300 146TH ST",4,"3300 146TH ST Surrey","V4P 3N1",408,"NA",-122.8170138,49.0636194
"10325",10325,9411,"3302","164A Street","Kensington Prairie","Surrey","3300 164A ST",4,"3300 164A ST Surrey","V3S 0G5",440,"Kensington Prairie (NA)",-122.7657498,49.0620486
"10326",10326,9412,"3298","164 Street","Kensington Prairie","Surrey","3300 164TH ST",4,"3300 164TH ST Surrey","V3S 0G5",440,"Kensington Prairie (NA)",-122.7676304,49.061992
"10327",10327,9413,"14418","34 Avenue","Surrey","Greater Vancouver","3400 144TH ST",4,"3400 144TH ST Surrey","V4P 3L2",408,"NA",-122.8229474,49.0636251
"10328",10328,9413,"14418","34 Avenue","Surrey","Greater Vancouver","3400 144TH ST",4,"3400 144TH ST Surrey","V4P 3L2",408,"NA",-122.8229474,49.0636251
"10329",10329,9414,"3398","192 Street","Campbell Heights","Surrey","3400 192ND ST",4,"3400 192ND ST Surrey","V3S 0L5",363,"Campbell Heights (NA)",-122.6910789,49.0638867
"10330",10330,9415,"3398","Canterbury Drive","Surrey","Greater Vancouver","3400 CANTERBURY DR",4,"3400 CANTERBURY DR Surrey","V3S 0G8",440,"NA",-122.7698544,49.0630664
"10331",10331,9415,"3398","Canterbury Drive","Surrey","Greater Vancouver","3400 CANTERBURY DR",4,"3400 CANTERBURY DR Surrey","V3S 0G8",440,"NA",-122.7698544,49.0630664
"10332",10332,9416,"3403","Rosemary Heights Crescent","Rosemary Heights Central","Surrey","34TH AVE / ROSEMARY HEIGHTS CRES",4,"34TH AVE / ROSEMARY HEIGHTS CRES Surrey","V3S 0M4",581,"Rosemary Heights Central (Morgan Heights)",-122.798368,49.063738
"10333",10333,9417,"3518","168 Street","Kensington Prairie","Surrey","3500 168TH ST",4,"3500 168TH ST Surrey","V3S 0L2",344,"Kensington Prairie (NA)",-122.7560941,49.0655581
"10334",10334,9418,"3535","190 Street","Campbell Heights","Surrey","3500 190TH ST",4,"3500 190TH ST Surrey","V3Z 0P6",363,"Campbell Heights (NA)",-122.6969749,49.0659212
"10335",10335,9418,"3535","190 Street","Campbell Heights","Surrey","3500 190TH ST",4,"3500 190TH ST Surrey","V3Z 0P6",363,"Campbell Heights (NA)",-122.6969749,49.0659212
"10336",10336,9419,"15655","36 Avenue","Rosemary Heights Central","Surrey","3600 156A ST",4,"3600 156A ST Surrey","V3S 0K3",583,"Rosemary Heights Central (Morgan Heights)",-122.7884006,49.0674662
"10337",10337,9419,"15655","36 Avenue","Rosemary Heights Central","Surrey","3600 156A ST",4,"3600 156A ST Surrey","V3S 0K3",583,"Rosemary Heights Central (Morgan Heights)",-122.7884006,49.0674662
"10338",10338,9420,"3605","192 Street","Campbell Heights","Surrey","36TH AVE / 192ND ST",4,"36TH AVE / 192ND ST Surrey","V3S 0L5",363,"Campbell Heights (NA)",-122.691637,49.067393
"10339",10339,9421,"3702","156A Street","Surrey","Greater Vancouver","3700 156A ST",4,"3700 156A ST Surrey","V3S 0H7",583,"Rosemary Heights Central (Morgan Heights)",-122.7875339,49.0692524
"10340",10340,9421,"3702","156A Street","Surrey","Greater Vancouver","3700 156A ST",4,"3700 156A ST Surrey","V3S 0H7",583,"Rosemary Heights Central (Morgan Heights)",-122.7875339,49.0692524
"10341",10341,9422,"3716","37 Avenue","Surrey","Greater Vancouver","3700 159A ST",4,"3700 159A ST Surrey","V3S 0P1",583,"NA",-122.780077,49.0694278
"10342",10342,9422,"3716","37 Avenue","Surrey","Greater Vancouver","3700 159A ST",4,"3700 159A ST Surrey","V3S 0P1",583,"NA",-122.780077,49.0694278
"10343",10343,9423,"3698","Somerset Crescent","Surrey","Greater Vancouver","3700 SOMERSET CRES",4,"3700 SOMERSET CRES Surrey","V3S 0H9",583,"NA",-122.7827573,49.0694483
"10344",10344,9423,"3698","Somerset Crescent","Surrey","Greater Vancouver","3700 SOMERSET CRES",4,"3700 SOMERSET CRES Surrey","V3S 0H9",583,"NA",-122.7827573,49.0694483
"10345",10345,9424,"3838","British Columbia 15","Kensington Prairie","Surrey","3800 176TH ST",4,"3800 176TH ST Surrey","V3S 0L5",344,"Kensington Prairie (NA)",-122.7349159,49.0711506
"10346",10346,9425,"Southbound 152 St @ 40 Ave","Surrey","Greater Vancouver","British Columbia","3900 152ND ST",4,"3900 152ND ST Surrey","V3S 0L2",440,"NA",-122.8011149,49.0742879
"10347",10347,9426,"19189","40 Avenue","Campbell Heights","Surrey","40TH AVE / 192ND ST",4,"40TH AVE / 192ND ST Surrey","V3S 0L5",363,"Campbell Heights (NA)",-122.6916803,49.0747615
"10348",10348,9427,"4100","152 Street","Surrey","Greater Vancouver","4100 152ND ST",4,"4100 152ND ST Surrey","V3S 0L2",440,"NA",-122.799249,49.076498
"10349",10349,9428,"4121","King George Boulevard","Surrey","Greater Vancouver","4100 KING GEORGE BLVD",4,"4100 KING GEORGE BLVD Surrey","V3S 0L2",318,"NA",-122.8221864,49.0767208
"10350",10350,9429,"4220","168 Street","Surrey","Greater Vancouver","4200 168TH ST",4,"4200 168TH ST Surrey","V3S 0L2",344,"NA",-122.7562056,49.0783873
"10351",10351,9430,"4310","176 Street","Surrey","Greater Vancouver","4300 176TH ST",4,"4300 176TH ST Surrey","V3S 0L5",344,"NA",-122.7354145,49.0802451
"10352",10352,9431,"4290","184 Street","Campbell Heights","Surrey","4300 184TH ST",4,"4300 184TH ST Surrey","V3S 0L5",362,"Campbell Heights (NA)",-122.7125244,49.0800818
"10353",10353,9432,"4385","192 Street","Campbell Heights","Surrey","4400 192ND ST",4,"4400 192ND ST Surrey","V3S 0L5",362,"Campbell Heights (NA)",-122.6911503,49.0820023
"10354",10354,9433,"4382","King George Boulevard","Surrey","Greater Vancouver","4400 KING GEORGE BLVD",4,"4400 KING GEORGE BLVD Surrey","V3S 0L2",318,"NA",-122.8199983,49.081711
"10355",10355,9434,"4505","195A Street","Surrey","Greater Vancouver","4500 195A ST",4,"4500 195A ST Surrey","V3S 0L7",362,"NA",-122.680082,49.084356
"10356",10356,9435,"152 St FS 48 Ave","Surrey","Greater Vancouver","British Columbia","48TH AVE / 152ND ST",4,"48TH AVE / 152ND ST Surrey","V3S",318,"NA",-122.8011498,49.089815
"10357",10357,9436,"4924","King George Boulevard","Surrey","Greater Vancouver","48TH AVE / KING GEORGE BLVD",4,"48TH AVE / KING GEORGE BLVD Surrey","V3S 0L2",318,"NA",-122.8175879,49.0898793
"10358",10358,9437,"5168","176 Street","Surrey","Greater Vancouver","5100 176TH ST",4,"5100 176TH ST Surrey","V3S 0L5",345,"NA",-122.734668,49.0966224
"10359",10359,9438,"18428","53 Avenue","Surrey","Greater Vancouver","5100 184TH ST",4,"5100 184TH ST Surrey","V3S 7A4",362,"NA",-122.7118283,49.0984701
"10360",10360,9439,"16384","52 Avenue","Surrey","Greater Vancouver","5200 164TH ST",4,"5200 164TH ST Surrey","V3S 0L2",318,"NA",-122.7689078,49.0969841
"10361",10361,9440,"18418","53 Avenue","Surrey","Greater Vancouver","53RD AVE / 184TH ST",4,"53RD AVE / 184TH ST Surrey","V3S 7A4",362,"NA",-122.7127695,49.0990414
"10362",10362,9441,"6081","123rd Street","Newton","Surrey","5400 123RD ST",4,"5400 123RD ST Surrey","V3W 5Y5",307,"Newton (NA)",-122.8816574,49.1206044
"10363",10363,9442,"5498","128 Street","Newton","Surrey","5400 128TH ST",4,"5400 128TH ST Surrey","V3X 1T7",317,"Newton (NA)",-122.8672821,49.1025315
"10364",10364,9443,"5484","181A Street","Surrey","Greater Vancouver","5400 181A ST",4,"5400 181A ST Surrey","V3S 7Z2",345,"NA",-122.7185966,49.102225
"10365",10365,9444,"5492","184 Street","Surrey","Greater Vancouver","5500 184TH ST",4,"5500 184TH ST Surrey","V3S 1E1",345,"NA",-122.7123925,49.1022422
"10366",10366,9445,"18932","55A Avenue","Surrey","Greater Vancouver","5500 189TH ST",4,"5500 189TH ST Surrey","V3S 6X1",362,"NA",-122.6978356,49.1033019
"10367",10367,9446,"5502","Bakerview Drive","Newton","Surrey","5500 BAKERVIEW DR",4,"5500 BAKERVIEW DR Surrey","V3S 1A7",323,"Newton (NA)",-122.8152036,49.1028451
"10368",10368,9447,"15055","54A Avenue","East Panorama Ridge","Surrey","5500 PANORAMA DR",4,"5500 PANORAMA DR Surrey","V3S 5X7",323,"East Panorama Ridge (NA)",-122.8067719,49.102521
"10369",10369,9447,"15055","54A Avenue","East Panorama Ridge","Surrey","5500 PANORAMA DR",4,"5500 PANORAMA DR Surrey","V3S 5X7",323,"East Panorama Ridge (NA)",-122.8067719,49.102521
"10370",10370,9448,"5510","180 Street","Surrey","Greater Vancouver","55TH AVE / 180TH ST",4,"55TH AVE / 180TH ST Surrey","V3S 6R1",341,"NA",-122.7239235,49.1022666
"10371",10371,9449,"6482","55 Avenue","Surrey","Greater Vancouver","55TH AVE / 188TH ST",4,"55TH AVE / 188TH ST Surrey","V3S 4N7",345,"NA",-122.701721,49.1023634
"10372",10372,9450,"5651","126 Street","Newton","Surrey","5600 126TH ST",4,"5600 126TH ST Surrey","V3X 3H5",316,"Newton (NA)",-122.8728372,49.105349
"10373",10373,9451,"5652","128 Street","Newton","Surrey","5600 128TH ST",4,"5600 128TH ST Surrey","V3X 1T5",188,"Newton (Panorame Ridge)",-122.867352,49.1054585
"10374",10374,9452,"14644","80A Avenue","Newton","Surrey","5600 146A ST",4,"5600 146A ST Surrey","V3S 9Y6",565,"Newton (NA)",-122.8159289,49.1497022
"10375",10375,9453,"5651","187 Street","Surrey","Greater Vancouver","5600 187TH ST",4,"5600 187TH ST Surrey","V3S 7N3",348,"NA",-122.7049783,49.1058135
"10376",10376,9454,"5640","56A Avenue","Cloverdale","Surrey","56A AVE / 177B ST",4,"56A AVE / 177B ST Surrey","V3S 4J1",340,"Cloverdale (NA)",-122.7302887,49.1050541
"10377",10377,9455,"Hwy 10 FS 182 St","Surrey","Greater Vancouver","British Columbia","56TH AVE / 182ND ST",4,"56TH AVE / 182ND ST Surrey","V3S",345,"NA",-122.7183968,49.1041314
"10378",10378,9456,"15981","56 Avenue","Surrey","Greater Vancouver","56TH AVE / LANGLEY BPS",4,"56TH AVE / LANGLEY BPS Surrey","V3S 2J7",325,"NA",-122.782381,49.1045197
"10379",10379,9457,"5712","135 Street","Newton","Surrey","5700 135TH ST",4,"5700 135TH ST Surrey","V3X 2V1",188,"Newton (Panorame Ridge)",-122.8481872,49.1068087
"10380",10380,9458,"8","149 Street","South Newton","Surrey","5700 149TH ST",4,"5700 149TH ST Surrey","V3S 8W9",495,"South Newton (NA)",-122.8102036,49.1058249
"10381",10381,9458,"8","149 Street","South Newton","Surrey","5700 149TH ST",4,"5700 149TH ST Surrey","V3S 8W9",495,"South Newton (NA)",-122.8102036,49.1058249
"10382",10382,9459,"5732","Kettle Crescent East","Surrey","Greater Vancouver","5700 KETTLE CRES E",4,"5700 KETTLE CRES E Surrey","V3S 8R5",324,"NA",-122.7962384,49.106654
"10383",10383,9460,"5718","Woodside Place","South Newton","Surrey","5700 WOODSIDE PL",4,"5700 WOODSIDE PL Surrey","V3S 5L2",494,"South Newton (NA)",-122.8138666,49.1067212
"10384",10384,9460,"5718","Woodside Place","South Newton","Surrey","5700 WOODSIDE PL",4,"5700 WOODSIDE PL Surrey","V3S 5L2",494,"South Newton (NA)",-122.8138666,49.1067212
"10385",10385,9461,"5765","168 Street","West Cloverdale South","Surrey","57A AVE / 168TH ST",4,"57A AVE / 168TH ST Surrey","V3S 3X5",327,"West Cloverdale South (NA)",-122.7566331,49.1072581
"10386",10386,9461,"5765","168 Street","West Cloverdale South","Surrey","57A AVE / 168TH ST",4,"57A AVE / 168TH ST Surrey","V3S 3X5",327,"West Cloverdale South (NA)",-122.7566331,49.1072581
"10387",10387,9462,"5740","168 Street","Cloverdale","Surrey","57TH AVE / 168TH ST",4,"57TH AVE / 168TH ST Surrey","V3S 3X4",542,"Cloverdale (NA)",-122.7566625,49.1064525
"10388",10388,9463,"17447","57 Avenue","Cloverdale","Surrey","57TH AVE / 175TH ST",4,"57TH AVE / 175TH ST Surrey","V3S 8Y3",343,"Cloverdale (NA)",-122.7384282,49.1060142
"10389",10389,9464,"10608","151A Street","Guildford","Surrey","5800 151A ST",4,"5800 151A ST Surrey","V3R 1J8",508,"Guildford (Guildford)",-122.8019298,49.19509
"10390",10390,9465,"16305","58A Avenue","West Cloverdale South","Surrey","5800 163RD ST",4,"5800 163RD ST Surrey","V3S 4Y5",542,"West Cloverdale South (NA)",-122.7704881,49.1091705
"10391",10391,9466,"16571","Bell Road","West Cloverdale South","Surrey","5800 165B ST",4,"5800 165B ST Surrey","V3S 1J9",542,"West Cloverdale South (NA)",-122.7639366,49.1085589
"10392",10392,9466,"16571","Bell Road","West Cloverdale South","Surrey","5800 165B ST",4,"5800 165B ST Surrey","V3S 1J9",542,"West Cloverdale South (NA)",-122.7639366,49.1085589
"10393",10393,9467,"15065","58 Avenue","South Newton","Surrey","5800 PANORAMA DR",4,"5800 PANORAMA DR Surrey","V3S 8Z5",495,"South Newton (NA)",-122.8049202,49.1064625
"10394",10394,9467,"15065","58 Avenue","South Newton","Surrey","5800 PANORAMA DR",4,"5800 PANORAMA DR Surrey","V3S 8Z5",495,"South Newton (NA)",-122.8049202,49.1064625
"10395",10395,9468,"5834","176 Street","Cloverdale","Surrey","58A AVE / 176TH ST",4,"58A AVE / 176TH ST Surrey","V3S 4E2",330,"Cloverdale (NA)",-122.734962,49.108707
"10396",10396,9469,"5792","148 Street","South Newton","Surrey","58TH AVE / 148TH ST",4,"58TH AVE / 148TH ST Surrey","V3S 3B6",494,"South Newton (NA)",-122.8122603,49.1082497
"10397",10397,9469,"5792","148 Street","South Newton","Surrey","58TH AVE / 148TH ST",4,"58TH AVE / 148TH ST Surrey","V3S 3B6",494,"South Newton (NA)",-122.8122603,49.1082497
"10398",10398,9470,"12","150 Street","South Newton","Surrey","58TH AVE / 150TH ST",4,"58TH AVE / 150TH ST Surrey","V3S 8Z5",495,"South Newton (NA)",-122.8068892,49.1077853
"10399",10399,9470,"12","150 Street","South Newton","Surrey","58TH AVE / 150TH ST",4,"58TH AVE / 150TH ST Surrey","V3S 8Z5",495,"South Newton (NA)",-122.8068892,49.1077853
